Season,Tm,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,SAC,38.3,84.1,0.456,5.9,16.9,0.349,17.4,24,0.726,11.9,30.7,42.6,20.5,6.9,4.5,15,22.3,100
2009-10,LAL,38.3,83.8,0.457,6.5,19,0.341,18.5,24.2,0.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,101.7
2009-10,LAC,36.6,80.5,0.455,5.9,17.8,0.332,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7
2009-10,DAL,38.3,82.4,0.464,6.8,18.3,0.372,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102
2009-10,OKC,37.4,80.8,0.462,5.1,15,0.34,21.7,27,0.805,11.7,31.8,43.5,20,8,5.9,15,21.3,101.5
2009-10,POR,36.3,78.7,0.461,6,16.9,0.354,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1
2009-10,GSW,40.6,86.5,0.469,7.7,20.6,0.375,19.9,25.4,0.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23,108.8
2009-10,PHO,40.7,82.8,0.492,8.9,21.6,0.412,19.9,25.8,0.77,11.1,31.9,43,23.3,5.8,5.1,14.8,20.9,110.2
2009-10,MIN,37.9,84.4,0.449,4.9,14.4,0.341,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2
2009-10,NOP,38.8,83.4,0.464,7,19.2,0.363,15.8,20.3,0.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,100.2
2009-10,UTA,39.4,80.2,0.491,5.4,14.7,0.364,20.2,27.2,0.741,10.6,31.6,42.2,26.7,8.2,4.9,15.2,22.7,104.2
2009-10,DEN,38.1,81.4,0.468,6.6,18.5,0.359,23.6,30.6,0.772,10.8,30.5,41.4,21,8.3,5.1,13.9,22.5,106.5
2009-10,MEM,39.3,83.8,0.469,4.2,12.4,0.337,19.7,26.9,0.733,13,30.4,43.5,18.8,7.9,4.9,15.2,20.2,102.5
2009-10,SAS,38.4,81.2,0.473,6.8,18.9,0.358,17.8,24,0.74,10.8,32,42.8,22.3,6.3,4.6,13.6,20.4,101.4
2009-10,HOU,37.7,84.4,0.447,7.9,22.4,0.351,19,24.7,0.772,11.8,30.1,42,21.8,7.1,3.9,14.5,20.9,102.4
2009-10,BRK,34.3,79.9,0.429,4.6,14.5,0.318,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7,4.8,14.4,20,92.4
2009-10,PHI,37.6,81.8,0.46,5.8,16.8,0.343,16.7,22,0.756,11.5,29.5,41,21,8.1,5.4,14.5,20.5,97.7
2009-10,NYK,38.1,83.9,0.455,9.1,26.2,0.346,16.8,21.5,0.782,10.2,30.2,40.4,21.6,7.1,3.7,14,20,102.1
2009-10,TOR,39,80.9,0.482,6.3,17,0.371,19.7,25.8,0.764,9.8,30.6,40.4,22,5.7,4.7,13.4,22.2,104.1
2009-10,MIL,37.2,85.3,0.436,7.9,22.1,0.356,15.4,20.4,0.755,11.8,31.2,43,21.2,7.1,4.7,13.2,22.2,97.7
2009-10,BOS,37.1,76.8,0.483,6.1,17.5,0.348,19,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2
2009-10,CLE,37.8,77.9,0.485,7.3,19.3,0.381,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1
2009-10,IND,36.8,83.2,0.443,8,23.1,0.348,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15,22.5,100.8
2009-10,CHI,37.6,83.2,0.451,4.3,13,0.33,18,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5
2009-10,DET,35.9,80.5,0.445,4.6,14.5,0.314,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94
2009-10,MIA,36.4,79.5,0.458,6,17.4,0.346,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5
2009-10,ATL,38.8,82.9,0.468,6.4,17.7,0.36,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5,12,19.9,101.7
2009-10,ORL,36.6,78,0.47,10.3,27.3,0.375,19.2,26.5,0.724,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,102.8
2009-10,CHO,34.9,76.9,0.453,5.6,16.2,0.346,20,26.6,0.751,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3
2009-10,WAS,36.7,81.7,0.449,5.3,14.9,0.353,17.6,23.1,0.762,11.8,30,41.8,19,6,5.1,14.9,21.4,96.2
2010-11,SAC,38.2,85.1,0.449,5.2,15.6,0.335,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22,99.4
2010-11,LAL,38.1,82.4,0.463,6.4,18.1,0.352,18.8,24.1,0.779,12.1,31.9,44,22,7.3,5.1,13.1,19,101.5
2010-11,LAC,36.8,80.4,0.457,6.3,18.5,0.338,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6
2010-11,DAL,37.4,78.8,0.475,7.9,21.6,0.365,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14,19.2,100.2
2010-11,OKC,37.4,80.6,0.464,5.9,17.1,0.347,24.1,29.3,0.823,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8
2010-11,POR,36,80.5,0.447,6.3,18.3,0.345,18,22.4,0.804,12.1,27.2,39.3,21.2,8,4.4,13,19.3,96.3
2010-11,GSW,39.6,85.9,0.461,8.4,21.3,0.392,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9,5,14.6,22,103.4
2010-11,PHO,39.3,83.5,0.47,8.5,22.6,0.377,18,23.6,0.759,10,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105
2010-11,MIN,37.7,85.5,0.441,7.2,19.1,0.376,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1
2010-11,NOP,35.9,78.2,0.459,5.4,15,0.36,17.7,23.1,0.765,10,30.1,40.1,20.6,7.6,4.4,13,21,94.9
2010-11,UTA,37.4,80.4,0.465,5.3,15.3,0.346,19.4,25.1,0.771,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4
2010-11,DEN,38.4,80.6,0.476,8.1,20.8,0.388,22.7,29.6,0.765,9.6,32.3,42,22.1,7.4,4.3,14.1,21,107.5
2010-11,MEM,39,82.9,0.471,3.8,11.3,0.334,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9
2010-11,SAS,38.4,80.8,0.475,8.4,21.1,0.397,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19,103.7
2010-11,HOU,38.7,85.1,0.454,8.3,22.5,0.367,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20,105.9
2010-11,BRK,35.6,81,0.44,5.6,16.3,0.343,17.4,22.9,0.759,11.1,29.8,40.8,21,5.6,4.7,14,22,94.2
2010-11,PHI,38.1,82.6,0.461,5.4,15.2,0.355,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13,19.4,99
2010-11,NYK,38.3,83.7,0.457,9.3,25.4,0.368,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5
2010-11,TOR,38.3,82.4,0.465,4.2,13.3,0.316,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22,99.1
2010-11,MIL,34.3,79.8,0.43,5.9,17.2,0.342,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9
2010-11,BOS,36.9,75.8,0.486,5,13.6,0.365,17.8,23.1,0.77,7.8,31,38.8,23.4,8.2,4.2,14.6,20.5,96.5
2010-11,CLE,35.2,81.1,0.434,6.2,18.2,0.342,18.9,25.3,0.745,10.4,29.9,40.3,21,6.6,4.2,14.2,20.1,95.5
2010-11,IND,36.6,82.8,0.442,7.1,20.2,0.354,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8
2010-11,CHI,37.1,80.3,0.462,6.2,17.3,0.361,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20,98.6
2010-11,DET,37.3,81.1,0.46,5.8,15.3,0.376,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4,13,19.9,97
2010-11,MIA,37,76.8,0.481,6.7,18,0.37,21.5,27.9,0.769,9.6,32.5,42.1,20,6.6,5.2,13.9,20.4,102.1
2010-11,ATL,36.2,78.4,0.462,6.1,17.4,0.352,16.4,21.1,0.779,9.3,30,39.3,22,6.1,4.2,13.6,19,95
2010-11,ORL,36,78.2,0.461,9.4,25.6,0.366,17.7,25.6,0.692,10.5,32.7,43.2,20,6.7,4.7,14.9,20,99.2
2010-11,CHO,35,77.6,0.451,4.8,14.7,0.327,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20,93.3
2010-11,WAS,37.2,84,0.443,4.8,14.4,0.332,18.2,24.4,0.745,12.4,29,41.3,19.4,8.1,6.1,15.3,22.6,97.3
2011-12,SAC,37.7,86.5,0.436,6.2,19.7,0.316,17.1,23.2,0.736,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,98.8
2011-12,LAL,36.8,80.6,0.457,5.5,16.8,0.326,18.2,24.1,0.756,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,97.3
2011-12,LAC,37,81.3,0.455,7.8,21.8,0.357,15.8,23.3,0.68,12.1,29.4,41.6,21,8.4,4.8,13.3,21.2,97.5
2011-12,DAL,36.3,82,0.443,7.5,22.2,0.339,15.6,20.2,0.771,10.1,32.7,42.8,20.9,8.6,5.1,14,18.6,95.8
2011-12,OKC,37.3,79.2,0.471,7.2,20,0.358,21.3,26.4,0.806,11,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1
2011-12,POR,36.4,82.1,0.443,7.2,20.9,0.346,17.2,21.6,0.796,11.1,29.5,40.7,20.4,8,4.9,14.2,19,97.2
2011-12,GSW,37.7,82.5,0.457,7.9,20.5,0.388,14.4,18.7,0.77,9.7,29.5,39.2,22.3,8,5.5,13.9,21.4,97.8
2011-12,PHO,37.8,82.5,0.458,6.7,19.6,0.343,16,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,98.4
2011-12,MIN,35.7,82.3,0.433,7.2,21.6,0.332,19.4,25.2,0.771,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,97.9
2011-12,NOP,34.8,77.3,0.451,3.9,11.8,0.333,16,21.2,0.757,11,30.2,41.1,20.7,7.4,4.8,15.5,20.1,89.6
2011-12,UTA,38.2,83.8,0.456,4.1,12.8,0.323,19.1,25.3,0.754,13,31.1,44.2,21.8,8.3,5.8,14.2,21.8,99.7
2011-12,DEN,39,81.9,0.476,6.6,19.9,0.332,19.6,26.7,0.735,11.2,31.9,43.1,24,8.2,5,15.4,19.7,104.1
2011-12,MEM,36.7,82.2,0.447,4.2,12.9,0.326,17.3,22.8,0.759,12.6,29.5,42,19.5,9.6,5.2,14.5,19.9,95
2011-12,SAS,39.6,82.8,0.478,8.4,21.3,0.393,16.2,21.6,0.748,10.3,32.6,43,23.2,7.4,4.4,13.6,17.3,103.7
2011-12,HOU,37.7,84,0.449,7.2,20.2,0.359,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1
2011-12,BRK,34.3,80.6,0.425,7.7,22.4,0.342,16.9,21.7,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1
2011-12,PHI,37.4,83.6,0.448,5.3,14.6,0.362,13.5,18.2,0.742,10.7,32.5,43.2,22,8,5.2,11.2,17.5,93.6
2011-12,NYK,35.8,80.8,0.443,7.8,23.3,0.336,18.3,24.8,0.741,11.3,30.5,41.7,20.1,9.4,4.2,16,21.1,97.8
2011-12,TOR,34.4,78.1,0.44,5.5,16.3,0.34,16.4,21.4,0.77,10.6,31.4,42,20.9,6.5,4.9,15.2,23.2,90.7
2011-12,MIL,37.9,85.6,0.443,6.6,19.2,0.345,16.6,21.4,0.774,12.4,30,42.5,23.5,8.3,5.1,14.1,19.3,99
2011-12,BOS,35.5,77.1,0.46,5.5,15,0.367,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8
2011-12,CLE,34.3,81.2,0.422,6.7,19.3,0.346,17.8,24.9,0.716,12.7,29.5,42.3,19.8,7.1,4,15.4,20,93
2011-12,IND,35.7,81.4,0.438,5.9,16.1,0.368,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14,21.7,97.7
2011-12,CHI,37.4,82.8,0.452,6.3,16.9,0.375,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14,17.3,96.3
2011-12,DET,34.7,79.3,0.438,4.8,13.9,0.346,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7,4.2,15.7,19.6,90.9
2011-12,MIA,37.1,79,0.469,5.6,15.6,0.359,18.8,24.2,0.775,10.4,31.2,41.6,20,8.9,5.4,15.2,19.4,98.5
2011-12,ATL,36.8,81,0.454,7.5,20.2,0.37,15.5,21,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14,17.8,96.6
2011-12,ORL,34.5,78.2,0.441,10.2,27,0.375,15.1,22.8,0.66,11.2,31.2,42.5,20,6.8,4.2,14.9,17.7,94.2
2011-12,CHO,33.2,80.2,0.414,4,13.5,0.295,16.5,22.2,0.746,10.3,28.7,39,20.1,6,5.5,14.5,18.9,87
2011-12,WAS,36.6,83,0.441,5.2,16.3,0.32,15.3,21,0.727,11.7,29.9,41.7,19.1,8,6.3,15.3,21.3,93.6
2012-13,SAC,37.6,84.2,0.447,7.4,20.5,0.363,17.5,22.8,0.769,11.5,29.1,40.6,20.8,8.2,4.2,14.6,20.9,100.2
2012-13,LAL,37.1,81,0.458,8.7,24.6,0.355,19.3,27.9,0.692,11.5,33.3,44.8,22.2,7,5.2,15,17.9,102.2
2012-13,LAC,38.5,80.6,0.478,7.6,21.4,0.358,16.4,23,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1
2012-13,DAL,38.8,84,0.462,7.4,19.9,0.372,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14,20.7,101.1
2012-13,OKC,38.1,79.3,0.481,7.3,19.4,0.377,22.2,26.8,0.828,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,105.7
2012-13,POR,36.7,81.9,0.448,8.2,23.2,0.353,15.9,20.5,0.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5
2012-13,GSW,38.2,83.4,0.458,8,19.9,0.403,16.8,21.3,0.79,10.8,34.2,45,22.5,6.9,4.2,15.1,21.4,101.2
2012-13,PHO,37.3,84.4,0.443,5.9,17.7,0.33,14.7,19.7,0.744,11.7,29.9,41.6,22.6,8,5.3,15.6,20.6,95.2
2012-13,MIN,35.9,81.7,0.439,5.5,18,0.305,18.5,24.9,0.742,11.9,30.2,42,22.4,8.5,4.7,14.8,18.4,95.7
2012-13,NOP,36,80.4,0.448,6.5,18,0.363,15.5,20,0.776,12,29.6,41.6,21,6.3,5.4,14.5,20.4,94.1
2012-13,UTA,37.1,81.8,0.454,6.2,16.9,0.366,17.5,23,0.764,12.1,30,42,22.7,8.4,6.3,14.8,21.3,98
2012-13,DEN,40.7,85.2,0.478,6.4,18.5,0.343,18.4,26.2,0.701,13.3,31.7,45,24.4,9.3,6.5,15.3,20.5,106.1
2012-13,MEM,36.1,81.5,0.444,4.7,13.5,0.345,16.5,21.3,0.773,12.9,29.8,42.7,20.9,8.6,5.3,14,20.2,93.4
2012-13,SAS,39.1,81.4,0.481,8.1,21.5,0.376,16.6,21,0.791,8.1,33.2,41.3,25.1,8.5,5.4,14.7,17.4,103
2012-13,HOU,38.1,82.7,0.461,10.6,28.9,0.366,19.2,25.5,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106
2012-13,BRK,35.9,79.8,0.45,7.7,21.5,0.357,17.5,23.9,0.731,12.8,30,42.8,20.3,7.3,4.8,14.7,18.3,96.9
2012-13,PHI,37.3,84.1,0.444,6.3,17.5,0.36,12.2,16.8,0.729,10.9,30.4,41.3,22.8,7.4,4.7,13,18.4,93.2
2012-13,NYK,36.5,81.6,0.448,10.9,28.9,0.376,16,21.1,0.759,10.9,29.7,40.6,19.3,8.2,3.6,12,20.1,100
2012-13,TOR,36.3,81.5,0.446,7,20.3,0.343,17.6,22.3,0.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2
2012-13,MIL,38.1,87.8,0.435,7.3,20.4,0.36,15.3,20.7,0.736,13,30.9,44,22.9,8.4,6.7,14.1,19,98.9
2012-13,BOS,37,79.7,0.465,6.1,17.2,0.358,16.3,21,0.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5
2012-13,CLE,36.5,84.2,0.434,6.7,19.3,0.346,16.8,22.3,0.756,12.2,28.8,41,20.7,7.9,4.1,14,21.2,96.5
2012-13,IND,35.1,80.6,0.436,6.9,19.7,0.347,17.6,23.6,0.746,12.9,33,45.9,20.3,7.2,6.3,15.1,20,94.7
2012-13,CHI,35.7,81.7,0.437,5.4,15.4,0.353,16.4,21.2,0.773,12.5,30.7,43.2,23,7.2,5.1,14.3,19.7,93.2
2012-13,DET,36.3,81,0.449,6.3,17.6,0.356,15.9,22.8,0.699,12.1,30,42.1,21.2,7,4.9,15.1,19.8,94.9
2012-13,MIA,38.4,77.4,0.496,8.7,22.1,0.396,17.4,23,0.754,8.2,30.4,38.6,23,8.7,5.4,13.9,18.7,102.9
2012-13,ATL,37.6,81,0.464,8.6,23.2,0.371,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18,98
2012-13,ORL,37.7,84.2,0.448,6.2,18.7,0.329,12.5,16.6,0.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,94.1
2012-13,CHO,34.4,81.1,0.425,5.7,17.1,0.335,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19,93.4
2012-13,WAS,35.5,81.6,0.435,6.6,18.2,0.365,15.6,21.3,0.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2
2013-14,SAC,36.9,82.5,0.447,6,18,0.333,20.7,27.3,0.759,12.1,32.4,44.5,18.9,7.2,3.9,15.2,22.5,100.5
2013-14,LAL,38.3,85.1,0.45,9.4,24.8,0.381,17,22.4,0.757,9.1,32,41,24.5,7.5,5.4,15.1,19.8,103
2013-14,LAC,39.1,82.5,0.474,8.5,24,0.352,21.2,29.1,0.73,10.5,32.5,43,24.6,8.6,4.8,13.9,21.5,107.9
2013-14,DAL,39.6,83.6,0.474,8.8,22.9,0.384,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20,104.8
2013-14,OKC,39,82.7,0.471,8.1,22.4,0.361,20.2,25,0.806,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,106.2
2013-14,POR,39.1,87,0.45,9.4,25.3,0.372,19.1,23.5,0.815,12.5,34,46.4,23.2,5.5,4.7,13.7,19.2,106.7
2013-14,GSW,39.5,85.4,0.462,9.4,24.8,0.38,15.9,21.1,0.753,10.9,34.4,45.3,23.3,7.8,5,15.2,21.8,104.3
2013-14,PHO,38.7,83.5,0.463,9.3,25.1,0.372,18.5,24.4,0.758,11.3,31.7,43,19.1,8.4,4.6,15.3,21.9,105.2
2013-14,MIN,38.9,87.5,0.444,7.3,21.4,0.341,21.8,28.1,0.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,106.9
2013-14,NOP,37.8,82.5,0.459,5.9,15.9,0.373,18.2,23.6,0.769,11.4,30.3,41.7,21.3,7.9,6.4,13.8,22.6,99.7
